Year,Month,Day,Hour,StnPres,SeaPres,Temperature,Td.dew.point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud.Amount
2018,9,21,13,1009,1010.2,31.7,23.3,61,1.7,260,5.1,240,0,0,0.2,1.13,10,...,8
2018,9,21,14,1008.9,1010.1,31.5,23.4,62,1.1,290,4.7,250,0,0,0.1,0.69,...,...,...
2018,9,21,15,1008.9,1010.1,31.4,23.1,61,1.6,240,4.1,240,0,0,0.2,0.67,...,...,...
2018,9,21,16,1009.4,1010.6,30.4,24.1,69,2.2,30,4.6,70,0,0.2,0.1,0.32,13,...,9
2018,9,21,17,1010.2,1011.4,30,23.8,69,2.8,60,5.3,50,0,0.1,0,0,...,...,...
2018,9,21,18,1011.1,1012.3,29.8,23.3,68,1.9,50,5,20,0,0,0,0,...,...,...
2018,9,21,19,1012.3,1013.5,29.5,23.1,69,1.7,50,3.8,60,0,0,...,0,15,...,5
2018,9,21,20,1012.9,1014.1,29.2,22.3,66,1.4,60,3.3,10,0,0,...,0,15,...,1
2018,9,21,21,1013,1014.2,28.9,22.3,68,1.5,70,3.3,70,0,0,...,0,...,...,...
2018,9,21,22,1012.3,1013.5,28.2,22.3,70,1.3,60,2.5,50,0,0,...,0,20,...,1
2018,9,21,23,1013.3,1014.5,27,22.8,78,1.1,200,2.6,200,0,0,...,0,...,...,...
2018,9,22,0,1013.5,1014.7,27.5,22.9,76,1.1,220,4.2,200,0,0,...,0,...,...,...
2018,9,22,1,1012.9,1014.1,27,22.5,76,1.2,200,3.3,180,0,0,...,0,13,...,8
2018,9,22,2,1012.3,1013.5,26.8,22.4,77,0.9,210,2.9,150,0,0,...,0,...,...,...
2018,9,22,3,1012.2,1013.4,26.7,22.1,76,0.6,210,3.4,190,0,0,...,0,...,...,...
2018,9,22,4,1012,1013.2,26.2,21.9,77,0.6,190,2.2,170,0,0,...,0,15,...,1
2018,9,22,5,1012.2,1013.4,26.1,21.8,77,0.8,220,1.7,220,0,0,0,0,...,...,...
2018,9,22,6,1012.6,1013.8,26.3,22.1,78,0.8,210,2.2,200,0,0,0.4,0.11,...,...,...
2018,9,22,7,1013.3,1014.5,28.5,22.9,72,0.9,290,1.7,250,0,0,0.1,0.28,15,...,2
2018,9,22,8,1013.7,1014.9,30,22,62,1.5,260,2.7,30,0,0,0.6,1.34,20,...,6
2018,9,22,9,1013.5,1014.7,31.3,23,61,1.3,260,4,240,0,0,0.8,2.12,...,...,...
2018,9,22,10,1013.4,1014.6,31.2,22.5,60,1.4,290,4.2,270,0,0,0.3,1.27,20,...,8
2018,9,22,11,1012.7,1013.9,31.6,23.6,63,1.9,360,3.9,300,0,0,0.3,1.92,...,...,...
2018,9,22,12,1012,1013.2,31.1,23.3,63,1.4,10,4.6,10,0,0,0.1,1,...,...,...
2018,9,22,13,1011.8,1013,30.6,23.6,66,1.8,40,4.3,350,0,0,0,0.6,15,...,9
2018,9,22,14,1011.5,1012.7,30.5,24,68,2.3,50,4.8,360,0,0.2,0,0.6,...,...,...
2018,9,22,15,1011.7,1012.9,29.6,23.3,69,2.1,60,5,70,0,0.1,0,0.39,...,...,...
2018,9,22,16,1011.9,1013.1,29.2,23.2,70,2,60,4.7,70,0,0,0,0,20,...,8
2018,9,22,17,1012.3,1013.5,29.1,22.9,69,1.8,50,5.8,80,0,0,0,0,...,...,...
2018,9,22,18,1012.8,1014,28.7,23,71,1.3,50,3.7,70,0,0,0,0,...,...,...
2018,9,22,19,1013.2,1014.4,28.6,22.8,71,1.8,60,4.6,60,0,0,...,0,13,...,9
2018,9,22,20,1013.5,1014.7,28.6,22.6,70,2.3,60,5.2,70,0,0,...,0,20,...,9
2018,9,22,21,1013.6,1014.8,28.4,22.5,70,2.2,70,5,80,0,0,...,0,...,...,...
2018,9,22,22,1013.5,1014.7,28.5,23,72,2.9,60,6.3,70,0,0,...,0,20,...,9
2018,9,22,23,1013.3,1014.5,28.4,22.7,71,2.6,60,5.5,80,0,0,...,0,...,...,...
2018,9,23,0,1012.9,1014.1,28.1,22.7,73,1.8,70,4.4,70,0,0,...,0,...,...,...
2018,9,23,1,1012,1013.2,27.8,22.6,73,1.3,80,3.3,70,0,0,...,0,20,...,6
2018,9,23,2,1011.8,1013,27.2,22.6,76,1.2,80,3.3,80,0,0,...,0,...,...,...
2018,9,23,3,1012.1,1013.3,27,22.5,76,0.3,220,2.2,260,0,0,...,0,...,...,...
2018,9,23,4,1011.8,1013,25.9,22,79,0.8,200,2.7,220,0,0,...,0,20,...,1
2018,9,23,5,1012.3,1013.5,25.8,21.9,79,1.1,200,2.2,210,0,0,0,0,...,...,...
2018,9,23,6,1012.9,1014.1,26.5,22.2,77,0.9,220,2.3,210,0,0,0.2,0.08,...,...,...
2018,9,23,7,1013.1,1014.3,28,23.2,75,1.6,240,2.7,240,0,0,X,0.6,25,...,4
2018,9,23,8,1012.8,1014,29.2,22.7,68,1.2,240,2.4,250,0,0,0.6,1.36,25,...,3
2018,9,23,9,1012.7,1013.9,31.2,24,66,1.2,270,3,240,0,0,1,2.48,...,...,...
2018,9,23,10,1012.2,1013.4,31.8,23.6,62,1.2,280,3.3,280,0,0,0.5,1.91,15,...,8
2018,9,23,11,1011.2,1012.4,32.4,23.8,61,0.7,250,4.1,70,0,0,0.4,2.06,...,...,...
2018,9,23,12,1010.7,1011.9,27.7,23.9,80,5.3,60,8.5,70,8,0.3,0.1,0.86,...,...,...
2018,9,23,13,1010.2,1011.4,27.8,24,80,1.9,70,9.8,90,8.5,1,0,0.58,12,...,10
2018,9,23,14,1010.1,1011.3,28.6,23.6,74,2.8,70,7.5,70,0.5,0.5,0.1,0.96,...,...,...
2018,9,23,15,1010,1011.2,28.4,23.1,73,2.5,60,7.3,70,0,0,0,0.6,...,...,...
2018,9,23,16,1010.2,1011.4,28.8,23,71,2,60,5.7,70,0,0,0.5,0.68,16,...,7
2018,9,23,17,1010.4,1011.6,28.3,23.1,73,2.6,70,6.4,70,0,0,0,0.08,...,...,...
2018,9,23,18,1010.6,1011.8,28,23,74,2.4,70,5.5,80,0,0,0,0,...,...,...
2018,9,23,19,1011.3,1012.5,27.9,23.3,76,2.1,60,5.9,60,0,0,...,0,13,...,7
2018,9,23,20,1011.9,1013.1,28,23.1,75,1.6,60,5,70,0,0,...,0,12,...,8
2018,9,23,21,1012.3,1013.5,27.6,23.1,77,1.2,60,3.2,60,0,0,...,0,...,...,...
2018,9,23,22,1012,1013.2,26.8,22.8,79,1.1,60,3.4,80,0,0.4,...,0,10,...,10
2018,9,23,23,1012,1013.2,25.7,23,85,0.1,0,2.4,70,0.5,0.2,...,0,...,...,...
2018,9,24,0,1011.2,1012.4,26.4,22.2,78,2,360,4.6,10,0,0,...,0,...,...,...
2018,9,24,1,1010.8,1012,25.7,22.3,82,1.2,360,4.3,20,0,0.5,...,0,10,...,10
2018,9,24,2,1009.9,1011.1,25.8,22.1,80,0.7,100,2.5,350,0,0,...,0,...,...,...
2018,9,24,3,1009.5,1010.7,25.2,22.1,83,1.9,60,4.3,70,1.5,0.4,...,0,...,...,...
2018,9,24,4,1009.7,1010.9,25.2,21.9,82,2.5,70,5,80,0,1,...,0,5,...,10
2018,9,24,5,1010.1,1011.3,25.5,21.7,80,1.7,80,5.1,60,0.5,0.3,0,0,...,...,...
2018,9,24,6,1010.4,1011.6,25.8,21.4,77,2.1,70,5.5,70,0,0,0,0.04,...,...,...
2018,9,24,7,1010.9,1012.1,27.2,22.6,76,1.5,50,4.3,60,0,0,0,0.63,15,...,9
2018,9,24,8,1011.2,1012.4,25.8,21.7,78,1.4,30,3.4,360,0.5,0.5,0,0.42,13,...,10
2018,9,24,9,1010.9,1012.1,26.4,22.8,81,0.7,30,2.7,50,0.5,0.4,0.2,0.97,...,...,...
2018,9,24,10,1010.3,1011.5,29.4,23.5,71,3.5,60,6.6,80,0,0,0.6,2.63,18,...,8
2018,9,24,11,1009.9,1011.1,29,22.3,67,3.7,70,8.9,60,0,0,0.5,2.33,...,...,...
2018,9,24,12,1009.1,1010.3,29.7,22.3,65,5.4,60,10.3,60,0,0,0.1,1.49,...,...,...
2018,9,24,13,1008.7,1009.9,28.7,21.8,66,3.8,60,8.2,80,0,0,0.1,1.24,18,...,9
2018,9,24,14,1008.5,1009.7,28.5,21.2,65,3.3,40,7.5,50,0,0,0,0.69,...,...,...
2018,9,24,15,1008.4,1009.6,28.5,21.4,65,3.3,60,9.3,60,0,0,0.2,0.9,...,...,...
2018,9,24,16,1008.6,1009.8,27.9,20.9,66,2.9,60,6.8,60,0,0,0,0.35,15,...,8
2018,9,24,17,1009.1,1010.3,26.8,20.9,70,3.7,70,8,80,0,0,0.1,0.38,...,...,...
2018,9,24,18,1009.4,1010.6,26.8,20.8,70,2.8,70,7.1,60,0,0,0,0,...,...,...
2018,9,24,19,1009.7,1010.9,26.4,21,72,2.9,60,7.5,70,0.2,0.1,...,0,6,...,10
2018,9,24,20,1010.1,1011.3,24.8,21,79,1.9,60,10.8,60,2,1,...,0,8,...,10
2018,9,24,21,1010.1,1011.3,24.9,21.7,82,2,30,4.7,80,1,1,...,0,...,...,...
2018,9,24,22,1009.9,1011.1,25,21.3,80,3,60,6.3,70,2,1,...,0,12,...,10
2018,9,24,23,1009.6,1010.8,25.9,20.8,74,3.6,60,7,60,0,1,...,0,...,...,...
2018,9,25,0,1008.8,1010,25.9,20.9,74,2.7,50,7.6,70,0,0.8,...,0,...,...,...
2018,9,25,1,1008.2,1009.4,26.4,20.9,72,3,70,8.3,70,0,0,...,0,25,...,10
2018,9,25,2,1008,1009.2,26.4,20.8,71,3.2,60,6.3,70,0,0,...,0,...,...,...
2018,9,25,3,1008.1,1009.3,26.6,20.3,68,3.4,60,9.2,70,0,0,...,0,...,...,...
2018,9,25,4,1008.3,1009.5,26.4,20.3,69,4.4,70,10.2,80,0,0,...,0,25,...,8
2018,9,25,5,1008.6,1009.8,26.1,20.6,72,2.6,70,7,40,0,0,0,0,...,...,...
2018,9,25,6,1008.8,1010,26.5,20.6,70,3,70,6.8,70,0,0,0,0,...,...,...
2018,9,25,7,1009.6,1010.8,27.5,21.2,69,4.3,70,7.8,80,0,0,0,0.4,15,...,6
2018,9,25,8,1009.5,1010.7,28,20.6,64,4.8,70,11,80,0,0,0.5,1.2,15,...,5
2018,9,25,9,1009.6,1010.8,28.5,20.3,61,5.4,70,11.5,80,0,0,0.7,1.85,...,...,...
2018,9,25,10,1009.1,1010.3,29.8,20.8,59,5.1,60,14.2,80,0,0,0.8,2.3,15,...,5
2018,9,25,11,1008.3,1009.5,29.7,21.1,60,4.5,70,11.4,70,0,0,0.8,2.94,...,...,...
2018,9,25,12,1007.9,1009.1,28.7,20.9,63,4,60,10.9,80,0,0,0.3,1.74,...,...,...
2018,9,25,13,1007.1,1008.3,28.9,20.8,62,5,70,11.1,60,0,0,0.3,1.31,15,...,7
2018,9,25,14,1007.2,1008.4,28.6,21.2,64,2.6,60,12.2,60,0,0,0.2,1.1,...,...,...
2018,9,25,15,1006.9,1008.1,28.6,20.3,61,4.2,60,10.9,60,0,0,0.2,0.66,...,...,...
2018,9,25,16,1007.3,1008.5,28.1,20.2,62,3.5,70,9.2,80,0,0,0.7,0.77,18,...,8
2018,9,25,17,1007.7,1008.9,27.4,20.5,66,3.1,70,9.1,90,0,0,0.1,0.21,...,...,...
2018,9,25,18,1007.9,1009.1,27.1,20.2,66,2.7,70,8.3,50,0,0,0,0,...,...,...
2018,9,25,19,1008.6,1009.8,27,20.4,67,3.6,60,6.7,70,0,0,...,0,15,...,9
2018,9,25,20,1009.4,1010.6,26.1,21.1,74,1.6,80,6.2,40,0,0,...,0,15,...,9
2018,9,25,21,1009.3,1010.5,26.6,20.1,68,1.5,60,4.8,90,0,0,...,0,...,...,...
2018,9,25,22,1008.8,1010,26.6,20.1,68,1.9,50,6.1,80,0,0,...,0,14,...,9
2018,9,25,23,1008.7,1009.9,26,20.6,72,1.8,20,5.6,60,0,0,...,0,...,...,...
2018,9,26,0,1008.1,1009.3,24.6,20.5,78,1.8,70,4.7,340,0.5,0.8,...,0,...,...,...
2018,9,26,1,1008,1009.2,24.5,20.6,79,1.1,50,5.5,70,0,0.7,...,0,13,...,10
2018,9,26,2,1008.1,1009.3,24.2,19.9,77,1.1,20,5.6,80,0,0.5,...,0,...,...,...
2018,9,26,3,1007.9,1009.1,24.5,19.9,76,1.6,30,3,10,0.5,1,...,0,...,...,...
2018,9,26,4,1007.9,1009.1,23.5,20.1,81,0.2,0,3.8,10,0,1,...,0,7,...,10
2018,9,26,5,1007.8,1009,23.5,19.8,80,0.9,230,2.2,250,0.2,1,0,0,...,...,...
2018,9,26,6,1008.6,1009.8,23.5,19.8,80,0.9,230,2.3,220,0.1,1,0,0,...,...,...
2018,9,26,7,1009.1,1010.3,23.6,20.2,81,0.9,200,2.2,240,0.2,0.6,0,0,8,...,10
2018,9,26,8,1009.5,1010.7,24.1,20.6,81,0.9,240,2.6,250,0,0.5,0,0.12,8,...,10
2018,9,26,9,1009.5,1010.7,24.5,20.6,79,1,250,2.9,240,0,0.7,0,0.56,...,...,...
2018,9,26,10,1009.2,1010.4,24.8,20.9,79,0.1,0,2.6,210,0,0.2,0,0.54,8,...,10
2018,9,26,11,1008.4,1009.6,24.7,20.7,78,0.8,240,2.1,190,0,0.2,0,0.37,...,...,...
2018,9,26,12,1007.8,1009,24.8,21,79,0.8,220,2.5,230,0,0.3,0,0.26,...,...,...
2018,9,26,13,1007.1,1008.3,25.5,21.3,78,1.3,260,2.5,250,0,0,0,0.73,10,...,10
2018,9,26,14,1006.7,1007.9,24.9,21,79,1.5,30,4.6,30,0,0.3,0,0.28,...,...,...
2018,9,26,15,1007.1,1008.3,25.2,21.1,78,2.9,40,5.7,30,0,0.8,0,0.07,...,...,...
2018,9,26,16,1007.5,1008.7,25,21.1,79,2.2,40,5.5,20,0,1,0,0,8,...,10
2018,9,26,17,1007.9,1009.1,25,21.1,79,1.2,30,4.5,50,0,1,0,0,...,...,...
2018,9,26,18,1008.5,1009.7,24.6,21.3,82,0.3,200,2.9,10,0,0.2,0,0,...,...,...
2018,9,26,19,1008.9,1010.1,24.6,21.5,83,0.7,200,2.3,200,0.5,0.5,...,0,7,...,10
2018,9,26,20,1009.3,1010.5,24.2,21,82,0.8,360,2.9,320,0.5,1,...,0,7,...,10
2018,9,26,21,1009.1,1010.3,23.4,20.6,84,0.3,100,3.2,40,0.5,0.3,...,0,...,...,...
2018,9,26,22,1008.8,1010,24.1,20.6,81,1.2,40,3.2,350,1,0.5,...,0,8,...,10
2018,9,26,23,1008.8,1010,23.6,20.9,85,1.1,220,4,40,0.5,1,...,0,...,...,...
2018,9,27,0,1008.4,1009.6,23.6,20.9,85,1,210,2.9,190,0,1,...,0,...,...,...
2018,9,27,1,1008,1009.2,23.6,20.9,85,1.5,190,2.6,210,0,1,...,0,8,...,10
2018,9,27,2,1007.5,1008.7,23.9,20.7,82,1,60,4.9,70,0,1,...,0,...,...,...
2018,9,27,3,1007.3,1008.5,23.4,21,86,0.9,220,2.2,70,0.5,1,...,0,...,...,...
2018,9,27,4,1007.2,1008.4,23.7,21,85,0.9,60,2.9,80,0.5,1,...,0,6,...,10
2018,9,27,5,1007.5,1008.7,23.6,21.1,86,0.8,200,2.1,240,0,1,0,0,...,...,...
2018,9,27,6,1008.1,1009.3,23.7,21.2,86,0.1,0,1.6,190,1,1,0,0,...,...,...
2018,9,27,7,1008.6,1009.8,24.4,21.7,85,0.7,230,2.2,240,0,0.3,0,0.34,8,...,9
